sample_id,model,x3_FilterCutoff,x24_Osc2Waveform,x20_Osc2Tune,x26_Lfo1Waveform,x28_Lfo1Rate,x30_Lfo1Amount,x27_Lfo2Waveform,x29_Lfo2Rate,x31_Lfo2Amount
109619,Flow,0.346666667,0.0,1.0,0.0,0.06,0.584,0,0.0,0.5
109619,GT,0.346666667,0.0,1.0,0.0,0.168,0.584,0,0.0,0.5
109619,IS,0.346666667,0.0,1.0,0.0,0.06,0.584,0,0.0,0.5
109619,IS2,0.346666667,0.0,1.0,0.0,0.168,0.584,0,0.0,0.5
109619,IS2xITF,0.346666667,0.0,1.0,0.2,0.168,0.584,0,0.0,0.5
110613,Flow,0.626666667,0.25,0.375,0.0,0.06,0.744,0,0.0,0.5
110613,GT,0.626666667,0.25,0.375,0.2,0.06,0.744,0,0.0,0.5
110613,IS,0.626666667,0.25,0.375,0.0,0.06,0.712,0,0.0,0.5
110613,IS2,0.626666667,0.25,0.375,0.2,0.06,0.744,0,0.0,0.5
110613,IS2xITF,0.626666667,0.25,0.375,0.0,0.06,0.744,0,0.0,0.5
111138,Flow,0.346666667,0.25,0.5,0.6,0.06,0.808,0,0.0,0.5
111138,GT,0.346666667,0.25,0.5,0.6,0.132,0.808,0,0.0,0.5
111138,IS,0.346666667,0.25,0.5,0.6,0.24,0.808,0,0.0,0.5
111138,IS2,0.346666667,0.25,0.5,0.6,0.132,0.808,0,0.0,0.5
111138,IS2xITF,0.346666667,0.25,0.5,0.6,0.24,0.808,0,0.0,0.5
111624,Flow,0.626666667,0.5,0.25,0.6,0.312,0.968,0,0.0,0.5
111624,GT,0.626666667,0.5,0.25,0.6,0.312,1.0,0,0.0,0.5
111624,IS,0.58,0.5,0.25,0.6,0.312,1.0,0,0.0,0.5
111624,IS2,0.626666667,0.5,0.25,0.6,0.312,1.0,0,0.0,0.5
111624,IS2xITF,0.58,0.5,0.25,0.6,0.312,1.0,0,0.0,0.5
112464,Flow,0.72,0.5,0.875,0.4,0.492,0.648,0,0.0,0.5
112464,GT,0.766666667,0.5,0.875,0.4,0.492,0.648,0,0.0,0.5
112464,IS,0.906666667,0.5,0.875,0.4,0.492,0.648,0,0.0,0.5
112464,IS2,0.766666667,0.5,0.875,0.4,0.492,0.648,0,0.0,0.5
112464,IS2xITF,0.953333333,0.5,0.875,0.4,0.492,0.648,0,0.0,0.5
113408,Flow,0.953333333,0.75,0.25,0.0,0.204,0.84,0,0.0,0.5
113408,GT,0.953333333,0.75,0.25,0.2,0.204,0.84,0,0.0,0.5
113408,IS,0.486666667,0.75,0.25,0.2,0.204,0.84,0,0.0,0.5
113408,IS2,0.953333333,0.75,0.25,0.2,0.204,0.84,0,0.0,0.5
113408,IS2xITF,0.486666667,0.75,0.25,0.2,0.204,0.84,0,0.0,0.5
114890,Flow,0.673333333,0.5,0.125,0.6,0.456,0.968,0,0.0,0.5
114890,GT,0.72,0.5,0.125,0.6,0.456,1.0,0,0.0,0.5
114890,IS,0.766666667,0.5,0.125,0.6,0.456,1.0,0,0.0,0.5
114890,IS2,0.72,0.5,0.125,0.6,0.456,1.0,0,0.0,0.5
114890,IS2xITF,0.626666667,0.5,0.125,0.6,0.456,1.0,0,0.0,0.5
115156,Flow,0.86,0.0,0.0,0.0,0.204,0.936,0,0.0,0.5
115156,GT,0.86,0.0,0.0,0.2,0.204,0.936,0,0.0,0.5
115156,IS,0.906666667,0.0,0.0,0.2,0.204,0.936,0,0.0,0.5
115156,IS2,0.86,0.0,0.0,0.2,0.204,0.936,0,0.0,0.5
115156,IS2xITF,0.906666667,0.0,0.0,0.2,0.204,0.936,0,0.0,0.5
100767,UNet,0.40247485041618347,0.5,0.7188004851341248,0.2,0.22651353478431702,0.9962169528007507,0,0.0,0.4609346091747284
101550,UNet,0.8638352155685425,0.75,0.24051272869110107,0.2,0.13149596750736237,0.9424086809158325,0,0.02638193964958191,0.5233337879180908
101895,UNet,0.6753142476081848,0.25,0.6588172316551208,0.2,0.2900252640247345,0.8462212085723877,0,0.01106252335011959,0.4712335169315338
102075,UNet,0.3730201721191406,0.5,0.6235021948814392,0.0,0.45045411586761475,0.9795721173286438,0,0.03667623922228813,0.49536412954330444
102413,UNet,0.5204835534095764,0.75,0.11443599313497543,0.2,0.5439692735671997,0.6909633278846741,0,0.012381978332996368,0.5129246115684509
104109,UNet,1.0,0.25,0.86280757188797,0.0,0.2966327369213104,0.8795868158340454,0,0.01847938261926174,0.5338691473007202
104658,UNet,0.29658159613609314,0.25,0.47479531168937683,0.2,0.43126556277275085,0.987517774105072,0,0.022297624498605728,0.5162945985794067
104707,UNet,0.5600346922874451,0.75,0.8819648623466492,0.2,0.5315005779266357,0.5265606641769409,0,0.026142863556742668,0.5067078471183777
107900,UNet,0.8803673982620239,0.5,0.25202736258506775,0.6,0.5006735920906067,0.8269386887550354,0,0.0,0.49040985107421875
108586,UNet,0.6125555038452148,0.0,0.8558336496353149,0.2,0.05174573138356209,0.9488482475280762,0,0.0,0.5290483236312866
109011,UNet,0.7628472447395325,0.25,0.4899534583091736,0.2,0.3888826072216034,0.9535866379737854,0,0.02133679762482643,0.5238004326820374
109516,UNet,0.5228716135025024,0.5,0.7361294627189636,0.4,0.2657392621040344,0.994260847568512,0,0.0,0.46600139141082764
109619,UNet,0.3190830945968628,0.0,1.0,0.0,0.17227277159690857,0.604714572429657,0,0.0,0.5047562122344971
110613,UNet,0.6454343795776367,0.25,0.36571961641311646,0.2,0.07370325922966003,0.7241422533988953,0,0.0,0.4885478615760803
111138,UNet,0.3107914626598358,0.25,0.514609158039093,0.6,0.11791792511940002,0.80837482213974,0,0.014422399923205376,0.5133959054946899
111624,UNet,0.646628201007843,0.5,0.24704544246196747,0.6,0.29930105805397034,0.997608482837677,0,0.0,0.456586629152298
112464,UNet,0.7269856929779053,0.5,0.8450825810432434,0.4,0.5039932131767273,0.6208356022834778,0,0.0,0.5389768481254578
113408,UNet,0.9426453709602356,0.75,0.2721254825592041,0.2,0.1759914606809616,0.8338368535041809,0,0.0,0.48982900381088257
114890,UNet,0.745209276676178,0.5,0.07318039238452911,0.6,0.4690327048301697,1.0,0,0.0,0.4566182494163513
115156,UNet,0.8621639013290405,0.0,0.0,0.2,0.21098028123378754,0.936655580997467,0,0.04805336520075798,0.49281933903694153
100767,Transformer,0.37286338210105896,0.5,0.7535855174064636,0.2,0.2083999365568161,0.9951837658882141,0,0.01670222543179989,0.5071374177932739
101550,Transformer,0.8892660737037659,0.75,0.22622473537921906,0.2,0.11920496821403503,0.9494684934616089,0,0.0,0.47246628999710083
101895,Transformer,0.6860363483428955,0.25,0.6205555200576782,0.2,0.24658386409282684,0.8516883850097656,0,0.006270276848226786,0.5167625546455383
102075,Transformer,0.3866012692451477,0.5,0.6832772493362427,0.0,0.4642881751060486,0.980209231376648,0,0.0,0.5053542256355286
102413,Transformer,0.5170745253562927,0.75,0.11669285595417023,0.2,0.5157580375671387,0.6771841645240784,0,0.02131960541009903,0.5031409859657288
104109,Transformer,0.9968273043632507,0.25,0.8542869091033936,0.0,0.278506338596344,0.8942738175392151,0,0.0,0.5353586077690125
104658,Transformer,0.3026055097579956,0.25,0.5196548104286194,0.2,0.44601407647132874,0.9443011283874512,0,0.0,0.4854954779148102
104707,Transformer,0.6225693821907043,0.75,0.858572244644165,0.2,0.5447697639465332,0.501941442489624,0,0.018631460145115852,0.5076990127563477
107900,Transformer,0.856867253780365,0.5,0.2491847425699234,0.6,0.47890424728393555,0.8169214725494385,0,0.0,0.4754878878593445
108586,Transformer,0.6011078953742981,0.0,0.8784517645835876,0.2,0.09158182144165039,0.9071998000144958,0,0.0,0.5057165026664734
109011,Transformer,0.8394533395767212,0.25,0.5043876767158508,0.2,0.37578144669532776,0.9581257700920105,0,0.008575128391385078,0.5307151079177856
109516,Transformer,0.5369980335235596,0.5,0.7255105972290039,0.4,0.2126368135213852,1.0,0,0.03447331488132477,0.4964096248149872
109619,Transformer,0.33900290727615356,0.0,1.0,0.0,0.14585909247398376,0.5661054253578186,0,0.012866536155343056,0.49210789799690247
110613,Transformer,0.6265642046928406,0.25,0.37173113226890564,0.2,0.06675148755311966,0.7721496820449829,0,0.0018116981955245137,0.5128787755966187
111138,Transformer,0.30566322803497314,0.25,0.4990256428718567,0.6,0.11513539403676987,0.7836237549781799,0,0.0,0.49331754446029663
111624,Transformer,0.6449847221374512,0.5,0.22347214818000793,0.6,0.3126126229763031,0.99031662940979,0,0.0,0.5200551748275757
112464,Transformer,0.7774289846420288,0.5,0.9017479419708252,0.4,0.48890990018844604,0.6340811252593994,0,0.0,0.504849910736084
113408,Transformer,0.9568647742271423,0.75,0.22831223905086517,0.2,0.2058097869157791,0.8445645570755005,0,0.05034948140382767,0.5375369191169739
114890,Transformer,0.7029351592063904,0.5,0.11925233155488968,0.6,0.4267311692237854,0.9881858825683594,0,0.00631210021674633,0.5241170525550842
115156,Transformer,0.8454183340072632,0.0,0.0,0.2,0.16105422377586365,0.9327466487884521,0,0.0,0.48941120505332947
