sample_id,model,ALGORITHM,FEEDBACK,OSC KEY SYNC,LFO SPEED,LFO DELAY,LFO PM DEPTH,LFO AM DEPTH,LFO KEY SYNC,LFO WAVE,P MODE SENS.,PITCH EG RATE 1,PITCH EG RATE 2,PITCH EG RATE 3,PITCH EG RATE 4,PITCH EG LEVEL 1,PITCH EG LEVEL 2,PITCH EG LEVEL 3,PITCH EG LEVEL 4,OP1 EG RATE 1,OP1 EG RATE 2,OP1 EG RATE 3,OP1 EG RATE 4,OP1 EG LEVEL 1,OP1 EG LEVEL 2,OP1 EG LEVEL 3,OP1 EG LEVEL 4,OP1 OUTPUT LEVEL,OP1 MODE,OP1 F COARSE,OP1 F FINE,OP1 OSC DETUNE,OP1 BREAK POINT,OP1 L SCALE DEPTH,OP1 R SCALE DEPTH,OP1 L KEY SCALE,OP1 R KEY SCALE,OP1 RATE SCALING,OP1 A MOD SENS.,OP1 KEY VELOCITY,OP2 EG RATE 1,OP2 EG RATE 2,OP2 EG RATE 3,OP2 EG RATE 4,OP2 EG LEVEL 1,OP2 EG LEVEL 2,OP2 EG LEVEL 3,OP2 EG LEVEL 4,OP2 OUTPUT LEVEL,OP2 MODE,OP2 F COARSE,OP2 F FINE,OP2 OSC DETUNE,OP2 BREAK POINT,OP2 L SCALE DEPTH,OP2 R SCALE DEPTH,OP2 L KEY SCALE,OP2 R KEY SCALE,OP2 RATE SCALING,OP2 A MOD SENS.,OP2 KEY VELOCITY,OP3 EG RATE 1,OP3 EG RATE 2,OP3 EG RATE 3,OP3 EG RATE 4,OP3 EG LEVEL 1,OP3 EG LEVEL 2,OP3 EG LEVEL 3,OP3 EG LEVEL 4,OP3 OUTPUT LEVEL,OP3 MODE,OP3 F COARSE,OP3 F FINE,OP3 OSC DETUNE,OP3 BREAK POINT,OP3 L SCALE DEPTH,OP3 R SCALE DEPTH,OP3 L KEY SCALE,OP3 R KEY SCALE,OP3 RATE SCALING,OP3 A MOD SENS.,OP3 KEY VELOCITY,OP4 EG RATE 1,OP4 EG RATE 2,OP4 EG RATE 3,OP4 EG RATE 4,OP4 EG LEVEL 1,OP4 EG LEVEL 2,OP4 EG LEVEL 3,OP4 EG LEVEL 4,OP4 OUTPUT LEVEL,OP4 MODE,OP4 F COARSE,OP4 F FINE,OP4 OSC DETUNE,OP4 BREAK POINT,OP4 L SCALE DEPTH,OP4 R SCALE DEPTH,OP4 L KEY SCALE,OP4 R KEY SCALE,OP4 RATE SCALING,OP4 A MOD SENS.,OP4 KEY VELOCITY,OP5 EG RATE 1,OP5 EG RATE 2,OP5 EG RATE 3,OP5 EG RATE 4,OP5 EG LEVEL 1,OP5 EG LEVEL 2,OP5 EG LEVEL 3,OP5 EG LEVEL 4,OP5 OUTPUT LEVEL,OP5 MODE,OP5 F COARSE,OP5 F FINE,OP5 OSC DETUNE,OP5 BREAK POINT,OP5 L SCALE DEPTH,OP5 R SCALE DEPTH,OP5 L KEY SCALE,OP5 R KEY SCALE,OP5 RATE SCALING,OP5 A MOD SENS.,OP5 KEY VELOCITY,OP6 EG RATE 1,OP6 EG RATE 2,OP6 EG RATE 3,OP6 EG RATE 4,OP6 EG LEVEL 1,OP6 EG LEVEL 2,OP6 EG LEVEL 3,OP6 EG LEVEL 4,OP6 OUTPUT LEVEL,OP6 MODE,OP6 F COARSE,OP6 F FINE,OP6 OSC DETUNE,OP6 BREAK POINT,OP6 L SCALE DEPTH,OP6 R SCALE DEPTH,OP6 L KEY SCALE,OP6 R KEY SCALE,OP6 RATE SCALING,OP6 A MOD SENS.,OP6 KEY VELOCITY
216,GT,0.87096775,0.8571429,0.0,0.353535,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.50505,0.50505,0.50505,0.50505,0.979798,0.50505,0.171717,0.676768,1.0,0.989899,0.0,0.0,1.0,1.0,0.0,0.010101,0.5,0.0,0.0,0.0,0.0,0.0,0.2857143,0.0,0.0,1.0,0.686869,0.171717,0.858586,1.0,0.909091,0.0,1.0,0.89899,0.0,0.032258064,0.0,0.42857146,0.393939,0.0,0.080808,0.0,0.0,0.2857143,0.0,0.42857146,0.979798,0.50505,0.171717,0.616162,1.0,0.989899,0.0,0.0,1.0,1.0,0.12903225,0.212121,0.5,0.0,0.0,0.0,0.0,0.0,0.2857143,0.0,0.0,1.0,0.686869,0.171717,0.575758,1.0,0.909091,0.0,0.0,0.909091,0.0,0.032258064,0.0,0.6428572,0.464646,0.0,0.444444,0.0,0.0,0.0,0.0,0.42857146,1.0,0.525253,0.323232,0.89899,1.0,0.626263,0.0,0.0,0.353535,0.0,0.54838705,0.141414,0.5,0.393939,0.585859,0.0,0.0,0.0,0.0,0.0,0.71428573,1.0,0.808081,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.19354838,0.79798,0.5,0.424242,0.0,0.0,0.0,0.0,0.2857143,0.0,0.8571429
216,Flow,0.87096775,0.8571429,0.0,0.3363256,0.029258892,0.0,0.0,1.0,0.0,0.0,1.0,0.9918762,1.0,0.9672786,0.52011836,0.5443771,0.49490047,0.53295213,1.0,0.50345916,0.3312573,0.689197,1.0,0.97483814,0.13303813,0.0,1.0,1.0,0.0,0.120733775,0.5,0.15476951,0.0,0.0,0.0,0.0,0.2857143,0.0,0.0,0.85461473,0.6609912,0.22996402,0.831214,1.0,1.0,0.059281416,0.5716522,0.9654909,0.0,0.032258064,0.0,0.42857146,0.4095528,0.0,0.05517727,0.0,0.0,0.2857143,0.0,0.42857146,0.9573971,0.54696494,0.21375673,0.8230721,1.0,0.94888777,0.0,0.0,0.85498554,1.0,0.12903225,0.30062,0.5,0.0902575,0.0,0.0,0.0,0.0,0.2857143,0.0,0.0,0.8569538,0.64708966,0.2913057,0.7792235,1.0,0.8296504,0.0,0.0,0.9735125,0.0,0.032258064,0.10022979,0.6428572,0.5304089,0.0,0.092812344,0.0,0.0,0.0,0.0,0.42857146,0.87752146,0.66809607,0.38362312,0.8374712,1.0,0.77479386,0.0,0.0063403547,0.83219606,0.0,0.06451613,0.2559091,0.5,0.21840972,0.0,0.0,0.0,0.0,0.0,0.0,0.71428573,0.9262276,0.59980816,0.53980577,0.80412066,1.0,0.3864764,0.0,0.0,0.86842823,0.0,0.19354838,0.3943563,0.5,0.3787905,0.0,0.020112865,0.0,0.0,0.2857143,0.0,0.42857146
216,IS,0.87096775,0.8571429,0.0,0.36325562,0.0009563705,0.0,0.052435786,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5073449,0.50504994,0.50505,0.5050501,0.8819653,0.5011045,0.117755674,0.67620647,0.9999735,0.9472385,0.0,3.6544645e-08,0.99426126,1.0,0.0,0.012810578,0.5,0.009802592,0.0,0.0,0.0,0.0,0.2857143,0.0,0.0,0.9594671,0.63336724,0.1609832,0.8749523,1.0,0.8889057,0.0,6.850606e-08,0.8958717,0.0,0.032258064,0.0,0.42857146,0.41771612,0.0021146927,0.10264635,0.0,0.0,0.2857143,0.0,0.42857146,0.97731155,0.51696146,0.19309647,0.6101123,1.0,0.99422485,0.048465762,5.9325465e-08,0.96506304,1.0,0.12903225,0.23498994,0.5,0.026412884,0.0,0.0,0.0,0.0,0.2857143,0.0,0.0,1.0,0.668701,0.19265041,0.5720449,0.99806446,0.85091895,0.026333664,0.0,0.9180274,0.0,0.032258064,0.010300784,0.6428572,0.51154184,0.024129922,0.46580714,0.0,0.0,0.0,0.0,0.42857146,1.0,0.6300857,0.27962938,0.8930016,1.0,0.5292544,0.0,3.4946703e-07,0.5170952,0.0,0.54838705,0.17271079,0.5,0.36640182,0.1873025,0.11090421,0.0,0.0,0.0,0.0,0.71428573,1.0,0.76726633,1.0,0.9476008,0.99960554,0.05219555,0.011874815,3.519447e-08,0.9585223,0.0,0.19354838,0.66662675,0.5,0.40307322,0.018058268,0.0,0.0,0.0,0.2857143,0.0,0.8571429
216,IS2noITF,0.87096775,0.8571429,0.0,0.34727946,0.0,0.014491643,0.0,1.0,0.0,0.0,1.0,1.0,0.9875186,1.0,0.5050502,0.50505,0.5050498,0.50504994,0.9583837,0.49430248,0.1503701,0.67611396,0.99999976,1.0,0.0,7.668621e-08,1.0,1.0,0.0,0.0,0.5,0.042371638,0.0,0.0,0.0,0.0,0.2857143,0.0,0.0,0.99812144,0.63603574,0.12452226,0.8954643,0.99595374,0.85812414,0.0010917514,8.4394037e-07,0.8864233,0.0,0.032258064,0.0012776895,0.42857146,0.40298107,0.0027784726,0.096755,0.0,0.0,0.2857143,0.0,0.42857146,0.99215776,0.4819873,0.17150705,0.6145546,1.0,0.9586377,0.0053826524,1.0050095e-07,1.0,1.0,0.12903225,0.20795263,0.5,0.037922714,0.0,0.0,0.0,0.0,0.2857143,0.0,0.0,1.0,0.6606825,0.20499563,0.64601827,0.99356914,0.8922434,0.0,0.0,0.90708053,0.0,0.032258064,0.010507465,0.6428572,0.4818034,0.015565875,0.42321712,0.0,0.0,0.0,0.0,0.42857146,1.0,0.5870672,0.33934426,0.89813733,1.0,0.5422295,0.03224989,2.838085e-07,0.5770916,0.0,0.54838705,0.18129452,0.5,0.3756752,0.2101007,0.055557515,0.0,0.0,0.0,0.0,0.71428573,1.0,0.77041787,1.0,1.0,1.0,0.0,0.06569243,1.09363505e-07,0.97014713,0.0,0.19354838,0.5762988,0.5,0.3375471,0.020959154,0.0,0.0,0.0,0.2857143,0.0,0.8571429
216,IS2,0.87096775,0.8571429,0.0,0.3569338,0.0,0.018943032,0.0,1.0,0.0,0.0,1.0,1.0,0.9769491,1.0,0.50505686,0.50505006,0.50504994,0.50505,0.9703977,0.49825057,0.12885056,0.68536204,1.0,1.0,0.0,8.84e-08,1.0,1.0,0.0,0.0,0.5,0.06445871,0.001533611,0.0,0.0,0.0,0.2857143,0.0,0.0,0.9948267,0.6569827,0.110610865,0.9288651,0.9978078,0.8752183,0.0,0.0,0.89746594,0.0,0.032258064,0.000699862,0.42857146,0.42849702,0.004238502,0.09716703,0.0,0.0,0.2857143,0.0,0.42857146,0.99693596,0.49702373,0.17280596,0.62710637,1.0,0.9474567,0.0,1.07e-07,1.0,1.0,0.12903225,0.21389109,0.5,0.033793874,0.0,0.0,0.0,0.0,0.2857143,0.0,0.0,1.0,0.6885214,0.19542034,0.64202857,0.99833804,0.9020335,0.0,3.34e-08,0.9039835,0.0,0.032258064,0.0,0.6428572,0.5247116,0.015674254,0.4548713,0.0,0.0,0.0,0.0,0.42857146,1.0,0.6044911,0.34093025,0.9154496,1.0,0.5253927,0.0,0.0,0.56116205,0.0,0.54838705,0.18858859,0.5,0.39885968,0.21697398,0.066985294,0.0,0.0,0.0,0.0,0.71428573,1.0,0.80203825,1.0,1.0,1.0,0.0,0.046642303,1.1e-07,0.9791784,0.0,0.19354838,0.61144507,0.5,0.36387125,0.018861743,0.003632015,0.0,0.0,0.2857143,0.0,0.8571429
496,GT,1.0,0.71428573,0.0,0.050505,0.010101,0.252525,0.282828,0.0,0.0,0.14285715,1.0,1.0,1.0,1.0,0.50505,0.50505,0.50505,0.50505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.535354,1.0,0.989899,1.0,0.0,0.0,0.0,1.0,0.0,0.06451613,0.50505,0.71428573,0.151515,0.0,0.0,0.0,0.33333334,0.0,1.0,0.0,1.0,1.0,1.0,0.676768,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.151515,0.0,0.0,0.0,0.33333334,0.0,1.0,0.0,1.0,1.0,1.0,0.676768,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.151515,0.0,0.0,0.0,0.33333334,0.0,1.0,0.0,1.0,1.0,1.0,0.676768,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.151515,0.0,0.0,0.0,0.33333334,0.0,1.0,0.0
496,Flow,1.0,0.71428573,0.0,0.34404212,0.24679363,0.0824769,0.27393204,0.0,0.0,0.14285715,1.0,1.0,1.0,1.0,0.5040975,0.50147396,0.5335994,0.49842674,0.863567,0.8811561,0.8367525,0.71486217,1.0,0.89159715,1.0,0.0,0.29994398,0.0,0.0,0.0,0.5,0.062289402,0.0,0.06783272,0.0,0.33333334,0.0,1.0,0.0,0.85406214,0.7868253,0.75131613,0.71660334,0.95088077,0.8922667,1.0,0.0,0.5298064,0.0,0.0,0.0,1.0,0.024088651,0.0,0.03346479,0.0,0.33333334,0.0,1.0,0.0,0.9334284,0.91311413,0.80472004,0.7343742,1.0,0.82301897,0.9238839,0.0,0.9719872,0.0,0.06451613,0.0,0.0,0.1281766,0.0,0.0,0.0,0.33333334,0.0,1.0,0.0,0.926113,0.9225953,0.9234341,0.76908386,1.0,0.8100393,0.8963976,0.0,0.8323773,0.0,0.0,0.0,0.5,0.0,0.0,0.011218384,0.0,0.33333334,0.0,1.0,0.0,0.88645244,0.8494317,0.88256544,0.712831,0.9957751,0.84621227,0.9255908,0.0,0.8579209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,1.0,0.0,0.937165,0.74688613,0.8118891,0.690911,0.91682667,0.84806097,0.83918965,0.0,0.7070587,0.0,0.0,0.0,0.5,0.09455831,0.0,0.039662108,0.0,0.33333334,0.0,1.0,0.0
496,IS,1.0,0.71428573,0.0,0.12046706,0.043917082,0.11943973,0.29439548,0.0,0.0,0.14285715,0.9695978,0.98803806,0.9496191,0.95104253,0.5070992,0.50505,0.50505006,0.5050501,0.64940983,0.7424522,0.5635905,0.66113317,0.9994237,0.7264878,0.18123995,3.7991416e-08,0.87273276,0.0,0.0,0.0,0.5,0.08438194,0.045640536,0.0051718038,0.0,0.0,0.0,0.0,0.0,0.63501334,0.50603926,0.61195946,0.6613614,0.9040989,0.7255398,0.5665917,6.5918413e-09,0.42433393,0.0,0.0,0.0,0.5,0.0,0.0,0.0043531177,0.0,0.0,0.0,0.0,0.0,0.9666675,0.6142064,0.8538466,0.91010755,0.9995955,0.49613395,0.0,5.7627147e-08,1.0,0.0,0.06451613,0.12111198,0.71428573,0.17821805,0.043509867,0.0,0.0,0.33333334,0.0,0.0,0.0,0.9712662,1.0,0.92759776,0.66290617,1.0,0.96993226,1.0,0.0,0.96920484,0.0,0.0,0.0016700958,1.0,0.09960718,0.031387318,0.0,0.0,0.33333334,0.0,1.0,0.0,0.99638313,1.0,0.98580825,0.6283352,0.9936887,1.0,0.9795857,0.0,0.98744994,0.0,0.0,0.027863115,0.0,0.087167524,0.0,0.0,0.0,0.33333334,0.0,1.0,0.0,0.96378845,0.92334145,1.0,0.6071747,0.97870725,0.9944438,1.0,1.0096131e-08,1.0,0.0,0.0,0.01696355,0.5,0.10051247,0.01579018,0.0,0.0,0.33333334,0.0,1.0,0.0
496,IS2noITF,1.0,0.71428573,0.0,0.081427805,0.005552159,0.22138926,0.21606418,0.0,0.0,0.14285715,1.0,1.0,1.0,1.0,0.50505006,0.50505,0.5050499,0.50504994,0.89536846,0.82802516,0.7167639,0.6624421,0.9999991,0.58525264,0.41765684,7.986886e-08,0.9020331,0.0,0.0,0.008166629,0.5,0.10914647,0.012194508,0.01468864,0.0,0.0,0.0,0.0,0.0,0.6978391,0.41194132,0.45970625,0.51277816,0.8995299,0.78979546,0.623422,0.0,0.60429734,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99363875,0.61381686,0.9424232,0.91592735,0.9963161,0.2760651,0.011582456,1.0127007e-07,1.0,0.0,0.06451613,0.1455686,0.71428573,0.16303554,0.020477878,0.025791842,0.0,0.33333334,0.0,0.0,0.0,0.999497,0.9793667,0.92076194,0.62856364,1.0,0.9569621,0.9854166,0.0,0.94321656,0.0,0.0,0.0,1.0,0.121570244,0.0040803007,0.004710959,0.0,0.33333334,0.0,1.0,0.0,0.9918014,0.9174218,0.9259193,0.6437354,0.9979528,0.9798549,0.977324,3.883302e-07,1.0,0.0,0.0,0.0,0.0,0.1582365,0.0,0.013364552,0.0,0.33333334,0.0,1.0,0.0,0.9494755,0.99722177,0.9816504,0.62147015,1.0,1.0,1.0,1.4845455e-09,0.98101056,0.0,0.0,0.0,0.5,0.1262951,0.011764896,0.03978158,0.0,0.33333334,0.0,1.0,0.0
496,IS2,1.0,0.71428573,0.0,0.07278193,5.51e-05,0.21848932,0.2170661,0.0,0.0,0.14285715,1.0,0.99884534,1.0,1.0,0.5050535,0.50505006,0.50505006,0.50505,0.89955384,0.860976,0.7367252,0.6669996,0.9999994,0.5610554,0.4149021,0.0,0.8967494,0.0,0.0,0.003781551,0.5,0.083024286,0.01951621,0.010978288,0.0,0.0,0.0,0.0,0.0,0.68943727,0.43682027,0.4649074,0.5146,0.89300615,0.7868891,0.6321805,0.0,0.5921068,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6306728,0.96264607,0.9366363,0.996687,0.22951235,0.0,0.0,1.0,0.0,0.06451613,0.1455608,0.71428573,0.164276,0.01824165,0.028989946,0.0,0.33333334,0.0,0.0,0.0,1.0,1.0,0.950682,0.62012607,1.0,0.97190505,0.9996486,0.0,0.9399468,0.0,0.0,0.0,1.0,0.10338858,0.005984632,0.0,0.0,0.33333334,0.0,1.0,0.0,0.9958233,0.94695926,0.970519,0.6496256,0.999244,0.9936928,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15489702,0.0,0.008875345,0.0,0.33333334,0.0,1.0,0.0,0.9382171,1.0,1.0,0.64075017,1.0,1.0,1.0,0.0,0.99766684,0.0,0.0,0.0,0.5,0.11304243,0.001340669,0.025030736,0.0,0.33333334,0.0,1.0,0.0
723,GT,0.12903225,0.0,0.0,0.151515,0.333333,0.0,0.0,0.0,0.8,0.2857143,1.0,1.0,1.0,1.0,0.50505,0.50505,0.50505,0.50505,0.969697,0.252525,0.343434,0.575758,1.0,0.757576,0.0,0.0,1.0,0.0,0.032258064,0.0,0.71428573,0.0,0.0,0.0,0.0,0.0,0.42857146,0.0,0.2857143,0.959596,0.50505,0.343434,0.545455,1.0,0.757576,0.0,0.0,0.707071,0.0,0.3548387,0.0,0.5,0.0,0.0,0.010101,0.0,0.0,0.42857146,0.0,0.42857146,0.959596,0.20202,0.292929,0.50505,1.0,0.959596,0.0,0.0,1.0,0.0,0.032258064,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.42857146,0.0,0.2857143,0.959596,0.525253,0.333333,0.50505,1.0,0.959596,0.0,0.0,0.828283,0.0,0.06451613,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.42857146,0.0,1.0,0.959596,0.20202,0.282828,0.50505,1.0,0.959596,0.0,0.0,1.0,0.0,0.032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857146,0.0,0.0,0.959596,0.292929,0.262626,0.50505,1.0,0.959596,0.0,0.0,0.79798,0.0,0.032258064,0.0,1.0,0.414141,0.0,0.191919,0.0,0.0,0.42857146,0.0,1.0
723,Flow,0.12903225,0.8571429,0.0,0.2329678,0.3348378,0.0,0.0,0.0,0.8,0.2857143,1.0,0.77824956,1.0,0.72264904,0.52432257,0.5070565,0.49944484,0.50315464,0.98317194,0.361449,0.25878578,0.62661046,1.0,0.768659,0.0,0.0,1.0,0.0,0.032258064,0.0,0.71428573,0.0,0.0,0.0,0.0,0.0,0.42857146,0.0,0.2857143,1.0,0.5967385,0.3851148,0.6903312,1.0,0.7486329,0.04981388,0.0,0.75130534,0.0,0.032258064,0.0,0.5,0.13618544,0.09548026,0.0,0.0,0.0,0.42857146,0.0,1.0,1.0,0.26553237,0.2500955,0.5312938,1.0,0.9022041,0.0,0.0,1.0,0.0,0.032258064,0.0,0.5,0.10964571,0.12316503,0.0,0.0,0.0,0.42857146,0.0,0.2857143,1.0,0.48138756,0.19789451,0.5441208,1.0,0.8394093,0.0,0.0,0.8565291,0.0,0.032258064,0.0,0.5,0.14564805,0.109501675,0.004000768,0.0,0.0,0.42857146,0.0,0.5714286,0.9908501,0.3452136,0.18434718,0.53634197,1.0,0.986857,0.0,0.0,1.0,0.0,0.032258064,0.026168302,0.0,0.10184726,0.0,0.0,0.0,0.0,0.42857146,0.0,0.0,0.9831923,0.37240946,0.20138115,0.50296366,1.0,0.940251,0.0,0.0,0.81655604,0.0,0.032258064,0.0,1.0,0.3849519,0.009643972,0.1780547,0.0,0.0,0.42857146,0.0,0.8571429
723,IS,0.12903225,0.0,0.0,0.24596457,0.17003429,0.02859275,0.08628775,0.0,0.8,0.42857146,1.0,0.9986647,1.0,0.9792519,0.5028835,0.50504994,0.50505,0.5050501,0.7876119,0.15154503,0.1988171,0.46114892,0.999796,0.6904004,0.0013452418,4.813946e-08,0.9438061,0.0,0.032258064,0.005816732,0.71428573,0.0,0.0,0.0,0.0,0.0,0.42857146,0.0,0.0,0.8760966,0.44325945,0.08773665,0.43541947,0.9621515,0.60882485,0.11232213,3.734452e-09,0.6168425,0.0,0.3548387,0.0024890779,0.5,0.0,0.0,0.0,0.0,0.0,0.42857146,0.0,0.42857146,0.9831749,0.13754222,0.08109993,0.4479286,0.99562347,0.8346139,0.0,5.2656574e-08,0.9226888,0.0,0.032258064,0.026098061,0.5,0.0,0.0014497964,0.0,0.0,0.0,0.42857146,0.0,0.2857143,0.9586109,0.4111672,0.056073982,0.35436785,1.0,0.6940661,0.0,0.0,0.896299,0.0,0.06451613,0.0035615657,0.5,0.0,0.0,0.079254426,0.0,0.0,0.42857146,0.0,1.0,1.0,0.40834343,0.22433163,0.38876277,1.0,0.76982665,0.047604326,0.0,1.0,0.0,0.032258064,0.0,0.0,0.0019506972,0.01654663,0.032581396,0.0,0.0,0.42857146,1.0,0.0,0.98115945,0.34222513,0.0667819,0.37857357,0.9930636,0.73456526,0.0,1.512376e-07,0.7342865,0.0,0.032258064,0.0,1.0,0.28828838,0.0,0.092453286,0.0,0.0,0.42857146,0.0,1.0
723,IS2noITF,0.12903225,0.0,0.0,0.1946539,0.25571588,0.0,0.09064217,0.0,0.8,0.42857146,1.0,0.926505,0.99068046,0.92992926,0.5050497,0.50505,0.5050498,0.50505,0.729152,0.26809886,0.13898245,0.4580246,0.9999995,0.7189149,0.0,7.1810916e-08,0.9625668,0.0,0.032258064,0.0,0.71428573,0.07476025,0.0,0.0,0.0,0.0,0.42857146,0.0,0.0,0.73332185,0.37087822,0.13376953,0.42098317,0.95342994,0.7152847,0.049346782,0.0,0.6613141,0.0,0.3548387,0.0070371623,0.5,0.0,0.0,0.00914874,0.0,0.0,0.42857146,0.0,0.42857146,0.9152824,0.14292522,0.17956272,0.45369938,1.0,0.93938917,0.03431701,8.6435826e-08,0.9930933,0.0,0.032258064,0.0,0.5,0.036469724,0.0,0.0,0.0,0.0,0.42857146,0.0,0.2857143,0.9354318,0.4493191,0.18342355,0.43355027,1.0,0.8061897,0.0,0.0,0.8376426,0.0,0.06451613,0.03277857,0.5,0.046942774,0.0,0.05056472,0.0,0.0,0.42857146,0.0,1.0,0.93272287,0.21508162,0.21907109,0.43432453,1.0,0.7631071,0.0,3.1025903e-07,0.998854,0.0,0.032258064,0.0,0.0,0.005557583,0.0035302117,0.044474017,0.0,0.0,0.42857146,0.0,0.0,0.93428475,0.16345523,0.24414945,0.43466684,1.0,0.8067415,0.0,2.427831e-07,0.69232255,0.0,0.032258064,0.0230228,1.0,0.3830604,0.0,0.06904033,0.0,0.0,0.42857146,0.0,1.0
723,IS2,0.12903225,0.0,0.0,0.19582327,0.2714288,0.0,0.07924947,0.0,0.8,0.42857146,1.0,0.9223637,0.9861758,0.9292755,0.5050476,0.50505,0.50504994,0.50505,0.7286179,0.25291523,0.122331835,0.4523728,0.9999999,0.70491344,0.0,7.22e-08,0.9602601,0.0,0.032258064,0.0,0.71428573,0.06031794,0.0,0.0,0.0,0.0,0.42857146,0.0,0.0,0.7337195,0.357102,0.12736729,0.41209212,0.95530266,0.6895072,0.028095191,1.26e-08,0.64027196,0.0,0.3548387,0.005267425,0.5,0.0,0.0,0.009177428,0.0,0.0,0.42857146,0.0,0.42857146,0.91725415,0.120404944,0.16486846,0.4516187,1.0,0.94627506,0.01831348,0.0,0.99607813,0.0,0.032258064,0.0,0.5,0.017060358,0.0,0.0,0.0,0.0,0.42857146,0.0,0.2857143,0.94214964,0.44286117,0.16263482,0.42701358,1.0,0.8133373,0.0,0.0,0.8235419,0.0,0.032258064,0.020380432,0.5,0.044150144,0.0,0.052513704,0.0,0.0,0.42857146,0.0,1.0,0.949109,0.21604493,0.20987064,0.4329883,1.0,0.75042504,0.0,1.66e-07,1.0,0.0,0.032258064,0.0,0.0,0.0,0.002640694,0.045667954,0.0,0.0,0.42857146,0.0,0.0,0.9462379,0.15871191,0.2525371,0.43534574,1.0,0.8056428,0.0,1.23e-07,0.683715,0.0,0.032258064,0.034250725,1.0,0.3841286,0.0,0.065579206,0.0,0.0,0.42857146,0.0,1.0
2536,GT,0.0,1.0,1.0,0.424242,0.585859,0.0,0.0,1.0,0.8,0.42857146,1.0,1.0,1.0,1.0,0.50505,0.50505,0.50505,0.50505,0.747475,0.464646,0.0,1.0,0.969697,1.0,0.858586,0.0,1.0,0.0,0.09677419,0.0,0.5,0.151515,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.515152,0.464646,0.0,0.676768,0.969697,1.0,0.858586,0.0,0.828283,0.0,0.06451613,0.0,0.5,0.151515,0.0,0.060606,0.0,0.33333334,0.0,0.0,0.0,1.0,0.181818,0.090909,0.616162,1.0,0.787879,0.0,0.0,1.0,0.0,0.06451613,0.0,0.5,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,1.0,1.0,0.0,0.616162,1.0,1.0,0.0,0.0,0.868687,0.0,0.032258064,0.0,0.5,0.0,0.0,0.151515,0.0,0.33333334,0.0,0.0,0.0,0.989899,1.0,0.0,0.616162,1.0,1.0,0.0,0.0,0.777778,0.0,0.032258064,0.0,0.5,0.0,0.0,0.121212,0.0,0.33333334,0.0,0.0,0.0,1.0,1.0,0.0,0.474747,1.0,1.0,0.0,0.0,0.585859,0.0,0.22580644,0.0,0.5,1.0,0.0,0.080808,1.0,0.0,0.0,0.0,0.0
2536,Flow,0.0,1.0,1.0,0.33119598,0.3130428,0.0,0.078592196,0.0,0.8,0.42857146,1.0,1.0,1.0,0.90619606,0.5522238,0.53099495,0.530152,0.5248541,0.80374736,0.56001383,0.15366969,0.7394053,1.0,1.0,0.71583045,0.0,0.9484986,0.0,0.032258064,0.0,0.5,0.23988105,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.7656335,0.47097635,0.12649438,0.6813132,1.0,1.0,0.67183065,0.0,0.72992706,0.0,0.06451613,0.0,0.5,0.12964916,0.0,0.20154312,0.0,0.33333334,0.0,0.0,0.0,0.88970387,0.40097067,0.14205498,0.6729984,1.0,1.0,0.06056959,0.0,1.0,0.0,0.06451613,0.0,0.5,0.11896729,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.8958561,0.78816444,0.056500908,0.71612114,1.0,1.0,0.0026329681,0.0,0.97714525,0.0,0.032258064,0.0,0.5,0.24567048,0.0,0.1052398,0.0,0.33333334,0.0,0.0,0.0,0.8746052,0.6956665,0.18060902,0.6387134,1.0,1.0,0.0,0.0,0.8190531,0.0,0.032258064,0.0,0.5,0.07515976,0.0,0.0549813,0.0,0.33333334,0.0,0.0,0.0,1.0,0.7238833,0.045975767,0.52158546,0.9639698,1.0,0.0,0.0,0.7800728,0.0,0.22580644,0.0,0.5,0.3425476,0.0,0.08104134,1.0,0.0,0.0,0.0,0.0
